,name,existence,Gas,Electricity,water
24996,Baltimore Gas and Electric Co.,0.0,Baltimore Gas and Electric Co.,Baltimore Gas and Electric Co.,
24997,Bandera Electric,0.0,,Bandera Electric,
24998,Bandera Water Board,0.0,,,Bandera Water Board
24999,Bankers Utilities Co.,0.0,,,
25000,Bar Harbor Water Co.,0.0,,,Bar Harbor Water Co.
25001,Barbara Electric,0.0,,Barbara Electric,
25002,Barger Electric Co.,0.0,,Barger Electric Co.,
25003,Barnacal Electrical,0.0,,Barnacal Electrical,
25004,Barnegat Township Rglr Rpblcn,0.0,,,
25005,Barnetts Sanitation,0.0,,,
25006,Barone Electric Company,0.0,,Barone Electric Company,
25007,Barroso Contracting,0.0,,,
25008,Barthel Tire & Oil Co.,0.0,Barthel Tire & Oil Co.,,
25009,Basin Travel,0.0,,,
25010,Bates Paul Plumbing Shop,0.0,,,
25011,Bath County Water District Office - Emergencies After Hours,0.0,,,Bath County Water District Office - Emergencies After Hours
25012,Bayou Casotte,0.0,,,
25013,BCM Environmental,0.0,,,
25014,Bcr Energy,0.0,,,
25015,BCR Energy,0.0,,,
25016,Beachwood Water Utility,0.0,,,Beachwood Water Utility
25017,Beal City Oil Co.,0.0,Beal City Oil Co.,,
25018,Bearden Oil Company,0.0,Bearden Oil Company,,
25019,Beattie Water Supply,0.0,,,Beattie Water Supply
25020,Beck Gas Service Main,0.0,Beck Gas Service Main,,
25021,Beeline Water Association,0.0,,,Beeline Water Association
25022,Belen Town Water Works,0.0,,,Belen Town Water Works
25023,Belfalls Elec Coop,0.0,,,
25024,Bellemont Water Company,0.0,,,Bellemont Water Company
25025,Belmont Water Rationing Hotline,0.0,,,Belmont Water Rationing Hotline
25026,Beloit Sewer Disposal Plant,0.0,,,Beloit Sewer Disposal Plant
25027,Ben & Andrew's Hauling,0.0,,,
25028,Benar Gasoline,0.0,Benar Gasoline,,
25029,Bender Telecommunications Co.,0.0,,,
25030,Benetarra,0.0,,,
25031,Bergman Electric Co.,0.0,,Bergman Electric Co.,
25032,Berino Mutual Domestic Water Consumers Association,0.0,,,Berino Mutual Domestic Water Consumers Association
25033,Berkeley Water Co.,0.0,,,Berkeley Water Co.
25034,Bertsch Subdivision Water,0.0,,,Bertsch Subdivision Water
25035,Bessemer Area Sewer Authority,0.0,,,Bessemer Area Sewer Authority
25036,Bethesda Water Department,0.0,,,Bethesda Water Department
25037,Big Power Company,0.0,,,
25038,Big Red Box Red Box Industries,0.0,,,
25039,Big Rock Land & Exploration Co.,0.0,,,
25040,Big Springs Irrigation Dist,0.0,,,Big Springs Irrigation Dist
25041,Big Water Water Department,0.0,,,Big Water Water Department
25042,Bigelow Water Works,0.0,,,Bigelow Water Works
25043,Bijou Irrigation Co.,0.0,,,Bijou Irrigation Co.
25044,Bill Lee Dist Ycp,0.0,,,
25045,Biomass,0.0,,,
25046,Bishop Water Co.,0.0,,,Bishop Water Co.
25047,BJB Electric,0.0,,BJB Electric,
25048,Black & Botts Oil Company,0.0,Black & Botts Oil Company,,
25049,Black Hills Ontario,0.0,,,
25050,Blandon Irrigation,0.0,,,Blandon Irrigation
25051,Blaschke Irrigation,0.0,,,Blaschke Irrigation
25052,Bliss Water District,0.0,,,Bliss Water District
25053,Blondie's Petro,0.0,,,
25054,Bloomer Water Shop,0.0,,,Bloomer Water Shop
25055,Blooming Grove Water Department,0.0,,,Blooming Grove Water Department
25056,Bloomsbury Water Department,0.0,,,Bloomsbury Water Department
25057,Blue Flame Energy Co.,0.0,,,
25058,Blue Mist Water Co.,0.0,,,Blue Mist Water Co.
25059,Blue Mountain Cable Co.,0.0,,,
25060,Blue Ridge Rural Water Treatmant Plant,0.0,,,Blue Ridge Rural Water Treatmant Plant
25061,Blue Sky & Water,0.0,,,Blue Sky & Water
25062,Blue Springs Utilities,0.0,,,
25063,Blue Water Yacht Works,0.0,,,Blue Water Yacht Works
25064,Bluffs City Water Department,0.0,,,Bluffs City Water Department
25065,Board Of W & S Co Mobile,0.0,,,
25066,"Board of Water Works, Customer Service Department, Current & Past Due Accounts-Billing Questions",0.0,,,"Board of Water Works, Customer Service Department, Current & Past Due Accounts-Billing Questions"
25067,Boller Petroleum,0.0,,,
25068,Bolyn Electric,0.0,,Bolyn Electric,
25069,Bonded Destruction Service,0.0,,,
25070,Bonneville Pacific Service,0.0,,,
25071,Bonnieville Municipal Water District,0.0,,,Bonnieville Municipal Water District
25072,Boralex Athens Energy,0.0,,,
25073,Boro Authority,0.0,,,
25074,Bosse Brothers Oil Co.,0.0,Bosse Brothers Oil Co.,,
25075,Bowie Water Supply District,0.0,,,Bowie Water Supply District
25076,Bowling Green Municipal Ultilities,0.0,,,
25077,Boylan Electric Co.,0.0,,Boylan Electric Co.,
25078,Boylston Town Water Department,0.0,,,Boylston Town Water Department
25079,Bracken County Water Dist,0.0,,,Bracken County Water Dist
25080,Brandon Valley Electric,0.0,,Brandon Valley Electric,
25081,Bray's Electric,0.0,,Bray's Electric,
25082,Brc Roll Off Container Service,0.0,,,
25083,Breathitt County Water Distr,0.0,,,Breathitt County Water Distr
25084,Breddrens Electrical,0.0,,Breddrens Electrical,
25085,Breezy Hill Water and Sewer Company,0.0,,,Breezy Hill Water and Sewer Company
25086,Bresnan Communications Advrtsn,0.0,,,
25087,Brightharbor Energy,0.0,,,
25088,Brinn & Sons Gas Service,0.0,Brinn & Sons Gas Service,,
25089,Brooke Power Products,0.0,,,
25090,Brookeland Fresh Water,0.0,,,Brookeland Fresh Water
25091,Brownwood Oil & Gas Corporation,0.0,Brownwood Oil & Gas Corporation,,
25092,Bruno's Rolloff,0.0,,,
25093,Brushy Creek Mud - Office,0.0,,,
25094,B's Water Service,0.0,,,B's Water Service
25095,BTL Turf & Irrigation,0.0,,,BTL Turf & Irrigation
25096,Bucksport Division,0.0,,,
25097,Budget Eletric,0.0,,,
25098,Buffalo Engineer Div,0.0,,,
25099,Bulbs Unlimited,0.0,,,
25100,Burden Beverage,0.0,,,
25101,Burgaw City Public Works,0.0,,,
25102,Burnette's Country Store,0.0,,,
25103,Burns & Mc Bride,0.0,,,
25104,Burton Butler River System,0.0,,,
25105,Burton Power Plant,0.0,,,
25106,Butler Energy Group,0.0,,,
25107,Butler Water Supply Corporation,0.0,,,Butler Water Supply Corporation
25108,Byron Power Co.,0.0,,,
25109,C & P Water Systems,0.0,,,C & P Water Systems
25110,C and W Water Systems,0.0,,,C and W Water Systems
25111,C G & E Wdsdale Generating Stn,0.0,,,
25112,C Lohr Electric,0.0,,C Lohr Electric,
25113,C Uc,0.0,,,
25114,Cabell Heights Water Co.,0.0,,,Cabell Heights Water Co.
25115,Cabezon Cable of Arizona,0.0,,,
25116,Cablerunner North America,0.0,,,
25117,Cabot Gas Supply Corporation,0.0,Cabot Gas Supply Corporation,,
25118,Cabot Water Treatment,0.0,,,Cabot Water Treatment
25119,Cadaretta Water Association,0.0,,,Cadaretta Water Association
25120,Caden Services,0.0,,,
25121,Cadwell Frank A Fuel Oil The Fuel Oil,0.0,Cadwell Frank A Fuel Oil The Fuel Oil,,
25122,Cajun Electric Power Co-op,0.0,,Cajun Electric Power Co-op,
25123,Cal Energy Operating,0.0,,,
25124,Calif Electric Supply Credit Office,0.0,,Calif Electric Supply Credit Office,
25125,California Bulk Gas Systems,0.0,California Bulk Gas Systems,,
25126,Calpine Hillabee Energy Center,0.0,,,
25127,Calpine Morris Operations,0.0,,,
25128,Calpine Mtry Cogen,0.0,,,
25129,Calpine Pryor,0.0,,,
25130,Calumet Oil Co.,0.0,Calumet Oil Co.,,
25131,Calvin Oil Co.,0.0,Calvin Oil Co.,,
25132,Camden Gas & Oil Co.,0.0,Camden Gas & Oil Co.,,
25133,Cameron Gas & Electric Co.,0.0,Cameron Gas & Electric Co.,Cameron Gas & Electric Co.,
25134,Cameron Lng,0.0,,,
25135,"Cameron-City of, Water Plant",0.0,,,"Cameron-City of, Water Plant"
25136,Camfil Farr Indstrl Gas and Air,0.0,Camfil Farr Indstrl Gas and Air,,
25137,Camillus Water Department,0.0,,,Camillus Water Department
25138,Campbell Operating Co.,0.0,,,
25139,C-Anchor Shavings,0.0,,,
25140,Canton Water & Sewer Cllctns,0.0,,,Canton Water & Sewer Cllctns
25141,Canyon Creek Water District,0.0,,,Canyon Creek Water District
25142,Canyon Maple Solar,0.0,,,
25143,Cap Environmental Services,0.0,,,
25144,Cap Rock Energy Corporation,0.0,,,
25145,"Cape Royale Utility District, Fax Line, #1 Well House",0.0,,,
25146,Capital Communications Federal,0.0,,,
25147,Capitan Energy Companies,0.0,,,
25148,Capitol Electric Co Inc.,0.0,,Capitol Electric Co Inc.,
25149,Carbontech,0.0,,,
25150,Cardinal Compression,0.0,,,
25151,Carlinville Filtration Plant,0.0,,,
25152,Carmichaels-cumberland Sewer,0.0,,,Carmichaels-cumberland Sewer
25153,Carnegie Natural Gas Co.,0.0,Carnegie Natural Gas Co.,,
25154,Carolina Blue Waters,0.0,,,Carolina Blue Waters
25155,Carolina Waste Water Systems,0.0,,,Carolina Waste Water Systems
25156,Carrier Northern California,0.0,,,
25157,Carson Oil Co 16,0.0,Carson Oil Co 16,,
25158,Carter Mutual Water Co.,0.0,,,Carter Mutual Water Co.
25159,Caruthersville Water Department,0.0,,,Caruthersville Water Department
25160,Caryville Jacksboro Utility Commission Water Plant,0.0,,,Caryville Jacksboro Utility Commission Water Plant
25161,Cascade Metro District 1,0.0,,,
25162,Cascade Metro Districts,0.0,,,
25163,Cascade Orchard Irrigation Co.,0.0,,,Cascade Orchard Irrigation Co.
25164,Cascade Water Management Co.,0.0,,,Cascade Water Management Co.
25165,Caseyville Township West Treatment Plant,0.0,,,
25166,Castaway Energy,0.0,,,
25167,Catlin Sewer Department,0.0,,,Catlin Sewer Department
25168,Causey Distributors,0.0,,,
25169,Cawcd,0.0,,,
25170,Cbs America,0.0,,,
25171,Ccng,0.0,,,
25172,Cda Waste Water Treatment,0.0,,,Cda Waste Water Treatment
25173,Cdx Gas Field Office,0.0,Cdx Gas Field Office,,
25174,Cenex Energy,0.0,,,
25175,Center Hill Power Plant,0.0,,,
25176,Central Al Irrigation,0.0,,,Central Al Irrigation
25177,"Central Bowie Co Water Supp, Maintance Department",0.0,,,"Central Bowie Co Water Supp, Maintance Department"
25178,Central Electric Power Co-Op,0.0,,Central Electric Power Co-Op,
25179,Central Gas Inc.,0.0,Central Gas Inc.,,
25180,Central Hamshire Psd,0.0,,,
25181,Central Mutual Water Company,0.0,,,Central Mutual Water Company
25182,Central Nebraska Public,0.0,,,
25183,Central Ohio Power Sweeping,0.0,,,
25184,Central Oregon Irrigation Dist,0.0,,,Central Oregon Irrigation Dist
25185,Central Penn Gas Co.,0.0,Central Penn Gas Co.,,
25186,Central Sierra Heating & Air,0.0,,,
25187,Central Texas Electric COOP,0.0,,Central Texas Electric COOP,
25188,Central Valley Electric Energy Solutions,0.0,,Central Valley Electric Energy Solutions,
25189,Central Valley Water Awareness,0.0,,,Central Valley Water Awareness
25190,Central Virginia Elec Co-Op,0.0,,,
25191,Centrica,0.0,,,
25192,Centrica Us Holdings,0.0,,,
25193,Certified Back Flow Testing,0.0,,,
25194,Ch Resources,0.0,,,
25195,Chad Jones Irrigation,0.0,,,Chad Jones Irrigation
25196,Chalk Hill Estates Mutual Water Co.,0.0,,,Chalk Hill Estates Mutual Water Co.
25197,Chandler Oil Company,0.0,Chandler Oil Company,,
25198,Chardon Water & Sewer,0.0,,,Chardon Water & Sewer
25199,Charleston Water Supply,0.0,,,Charleston Water Supply
25200,Charlotte Water Association,0.0,,,Charlotte Water Association
25201,Chattahoochee Cnty Tax Assess,0.0,,,
25202,Chedester Steve & Jerri,0.0,,,
25203,"Cheker Oil Co, Service Stations",0.0,"Cheker Oil Co, Service Stations",,
25204,"Chelsea Village of, Water Department Garage",0.0,,,"Chelsea Village of, Water Department Garage"
25205,Chemgon,0.0,,,
25206,"Cherokee-County of 911, Rural Water District #11",0.0,,,"Cherokee-County of 911, Rural Water District #11"
25207,Chicago Water District Central,0.0,,,Chicago Water District Central
25208,Chignik Lagoon Power Ultiltiy,0.0,,,
25209,Chinquapin Grove Utility Dist,0.0,,,
25210,Chippewah Water District,0.0,,,Chippewah Water District
25211,Chirlin & Association,0.0,,,
25212,Chocolate Bayou Water Co.,0.0,,,Chocolate Bayou Water Co.
25213,Church Living Water Association,0.0,,,Church Living Water Association
25214,Cimmaron Gas Processing Equipment,0.0,Cimmaron Gas Processing Equipment,,
25215,Cincinnati Gas & Electric,0.0,Cincinnati Gas & Electric,Cincinnati Gas & Electric,
25216,Citizens Utilities Company,0.0,,,
25217,Citrus Park Water Co.,0.0,,,Citrus Park Water Co.
25218,City Bottle Gas,0.0,City Bottle Gas,,
25219,City Gas Of Fla,0.0,City Gas Of Fla,,
25220,"City Hall, Water-Sewer & Garbage Billing",0.0,,,"City Hall, Water-Sewer & Garbage Billing"
25221,City Of Carlsbad Water System,0.0,,,City Of Carlsbad Water System
25222,City of Cave Spring Water Plant,0.0,,,City of Cave Spring Water Plant
25223,City Of Columbia - Probbation Collections Officeer,0.0,,,
25224,City Of Fulton Gas Department,0.0,City Of Fulton Gas Department,,
25225,City of Gr Water Dsl,0.0,,,City of Gr Water Dsl
25226,City Of Hawthorne Public Works Department,0.0,,,
25227,City Of Industry Waterworks,0.0,,,City Of Industry Waterworks
25228,City of La Mesa Sewer,0.0,,,City of La Mesa Sewer
25229,City Of Mexico - Wastewater Treatment Plant,0.0,,,City Of Mexico - Wastewater Treatment Plant
25230,City of Saltillo Waste Water Plant,0.0,,,City of Saltillo Waste Water Plant
25231,City of Somerset Gas Company,0.0,City of Somerset Gas Company,,
25232,City-Hopkinsville Distribution,0.0,,,
25233,Clarendon Water Co.,0.0,,,Clarendon Water Co.
25234,Clark Canyon Water Supply Co.,0.0,,,Clark Canyon Water Supply Co.
25235,Clarke's Incinerator,0.0,,,
25236,Clarksville Gas,0.0,Clarksville Gas,,
25237,Classic Water Systems,0.0,,,Classic Water Systems
25238,Clay Battelle Public Service Dist,0.0,,,
25239,Clean-outs,0.0,,,
25240,Clearview Farm Estates Water,0.0,,,Clearview Farm Estates Water
25241,"Clendenin Town of, Water Department",0.0,,,"Clendenin Town of, Water Department"
25242,Clinton County East Public Water District,0.0,,,Clinton County East Public Water District
25243,Clinton County East PWD,0.0,,,
25244,Clinton Water Dist,0.0,,,Clinton Water Dist
25245,Clintonville Water & Electric Plant,0.0,,Clintonville Water & Electric Plant,Clintonville Water & Electric Plant
25246,Clymer Borough Water Authority,0.0,,,Clymer Borough Water Authority
25247,Coast To Coast Polymers,0.0,,,
25248,Colby Municipal Electric,0.0,,Colby Municipal Electric,
25249,Coldwater Water & Waste Treatment,0.0,,,Coldwater Water & Waste Treatment
25250,Cole Electrical Equipment Co.,0.0,,Cole Electrical Equipment Co.,
25251,Colgreen Energy,0.0,,,
25252,College Co-Op Southeast,0.0,,,
25253,College Corner Water Works,0.0,,,College Corner Water Works
25254,Collin Plant,0.0,,,
25255,Coloma Water & Sewer Department,0.0,,,Coloma Water & Sewer Department
25256,Colorado Vac & Jet,0.0,,,
25257,Colt Gas Gathering,0.0,Colt Gas Gathering,,
25258,Columbia Natuaral Resources,0.0,,,
25259,Columbus Cable TV Dealer,0.0,,,
25260,"Colvard Oil Co, Warehouse",0.0,"Colvard Oil Co, Warehouse",,
25261,Comed Communications,0.0,,,
25262,Comelco Electric,0.0,,Comelco Electric,
25263,Commodity Advisors,0.0,,,
25264,Common Wealth Edison Cafeteria,0.0,,,
25265,Commonwealth Energy Services,0.0,,,
25266,Community Renewable Energy Resources,0.0,,,
25267,Community Renewable Energy Service,0.0,,,
25268,Community Services District,0.0,,,
25269,Community Synergies,0.0,,,
25270,Complete Power Washing,0.0,,,
25271,Con Edison Co of Ny,0.0,,,
25272,Con Edison Co Of Ny,0.0,,,
25273,Conectiv Power,0.0,,,
25274,Conejo Valley Senior,0.0,,,
25275,Congress Gas & Oil,0.0,Congress Gas & Oil,,
25276,Connecticut Ave Shell,0.0,,,
25277,Connecticut Light and Power Co.,0.0,,,
25278,Connecticut Renewable Energy,0.0,,,
25279,Connectsouth,0.0,,,
25280,Consolidated Public Water Dist,0.0,,,Consolidated Public Water Dist
25281,Consultora Independiente de Energia Silvia Lopez,0.0,,,
25282,Consumer New Jersey Water Co.,0.0,,,Consumer New Jersey Water Co.
25283,Consumer Power Co of Michigan,0.0,,,
25284,Consumers Dna Pennsylvania Water Company,0.0,,,Consumers Dna Pennsylvania Water Company
25285,Consumer's Gas Co-Op,0.0,Consumer's Gas Co-Op,,
25286,Continental Water Systems Northwest,0.0,,,Continental Water Systems Northwest
25287,Contract Land Staff Inc.,0.0,,,
25288,Convergas,0.0,Convergas,,
25289,Copper Connection. Corporation,0.0,,,
25290,Corix Utilitiies,0.0,,,
25291,Costilla Ditch Company,0.0,,,
25292,Cottonwood Communication,0.0,,,
25293,Cottonwood Water Works,0.0,,,Cottonwood Water Works
25294,Country Club County Water District,0.0,,,Country Club County Water District
25295,Countryside Electrical,0.0,,Countryside Electrical,
25296,County Water Department,0.0,,,County Water Department
25297,"Courthouse, Public Utility #1, Shop",0.0,,,
25298,Coushatta Empire Construction Co.,0.0,,,
25299,Coweta-fayette Electric,0.0,,Coweta-fayette Electric,
25300,Coyote Water Shed Program,0.0,,,Coyote Water Shed Program
25301,CR & R Inc.,0.0,,,
25302,Craig Electrical Co.,0.0,,Craig Electrical Co.,
25303,Crains Run Water & Sewer Dist,0.0,,,Crains Run Water & Sewer Dist
25304,Crawford County Trash,0.0,,,
25305,Creative Energy Marketing Co.,0.0,,,
25306,Creede Exploration Company,0.0,,,
25307,"Crescendo Resources, Compression & Pipelines",0.0,,,
25308,Crescent Gas,0.0,Crescent Gas,,
25309,Crest Hill Water Department,0.0,,,Crest Hill Water Department
25310,Critchfield Untilities,0.0,,,
25311,Croissant Ranch,0.0,,,
25312,Cross Florida Propane,0.0,,,
25313,Crowder Tw Electric Co.,0.0,,Crowder Tw Electric Co.,
25314,Crows Nest Water Supply,0.0,,,Crows Nest Water Supply
25315,Crum Public Service District,0.0,,,
25316,Cruma Corsica Rose & Union,0.0,,,
25317,Crumley & Tyner Inc.,0.0,,,
25318,Crystal Gas & Convenient Center,0.0,Crystal Gas & Convenient Center,,
25319,Crystal Water Conditioning/Kinetico,0.0,,,Crystal Water Conditioning/Kinetico
25320,Csa For Prentiss County Electric Booneville,0.0,,Csa For Prentiss County Electric Booneville,
25321,CTW Energy Development,0.0,,,
25322,Cuevas Gas Company,0.0,Cuevas Gas Company,,
25323,Culligan Central of NH,0.0,,,
25324,Culligan of Cadiz,0.0,,,
25325,Culligan of Lancaster,0.0,,,
25326,Culligan of Northern AZ,0.0,,,
25327,Culligan of Rolla,0.0,,,
25328,Culligan Of Western Kentucky,0.0,,,
25329,Currahee Quality Electric Co.,0.0,,Currahee Quality Electric Co.,
25330,Current Electric Cntrctng,0.0,,Current Electric Cntrctng,
25331,Curtis Crosby,0.0,,,
25332,Curtz Electric Co.,0.0,,Curtz Electric Co.,
25333,Custom Embroidery Screen Printing Co.,0.0,,,
25334,Customer Service-Power and Sanitation,0.0,,,
25335,Customs Communications,0.0,,,
25336,Cutta-Rooter Sewer & Drain Cleaning Service,0.0,,,Cutta-Rooter Sewer & Drain Cleaning Service
25337,Cypress Creek Utility Service Co.,0.0,,,
25338,Cystral Rock Bottled Water,0.0,,,Cystral Rock Bottled Water
25339,D and W Mechanical,0.0,,,
25340,Dabit M,0.0,,,
25341,Dahlgren Gas System,0.0,Dahlgren Gas System,,
25342,Daisy May,0.0,,,
25343,Dale Gas & Oil Company,0.0,Dale Gas & Oil Company,,
25344,Dallas County Waste Water,0.0,,,Dallas County Waste Water
25345,Dane & Assoc Electric Co.,0.0,,Dane & Assoc Electric Co.,
25346,Daniel Domestic Water Co.,0.0,,,Daniel Domestic Water Co.
25347,Daoust Electric Inc.,0.0,,Daoust Electric Inc.,
25348,Data Cache Communications,0.0,,,
25349,Data-Communications Service Inc.,0.0,,,
25350,David Brian Coher Southern California Edison Company,0.0,,,
25351,David Landfill,0.0,,,
25352,Davis Street Station For Material Recycling & Transfer,0.0,,,
25353,Davison Oil & Gas Company,0.0,Davison Oil & Gas Company,,
25354,D-Bar-B Water & Waste Water Supply,0.0,,,D-Bar-B Water & Waste Water Supply
25355,"Dc Wada, Paul Shardella",0.0,,,
25356,Dcelectriccoofcnyinc,0.0,,Dcelectriccoofcnyinc,
25357,Dco Energy Mannington Mills Co.,0.0,,,
25358,De Soto City Water Department,0.0,,,De Soto City Water Department
25359,Dean Electric Co of Ny,0.0,,Dean Electric Co of Ny,
25360,Deans Co.,0.0,,,
25361,Deans Water Service,0.0,,,Deans Water Service
25362,Deb Consulting,0.0,,,
25363,Deck & Water Works,0.0,,,Deck & Water Works
25364,Del Este Water Co.,0.0,,,Del Este Water Co.
25365,Delaware Co Electric Coop,0.0,,Delaware Co Electric Coop,
25366,Delaware County Electric,0.0,,Delaware County Electric,
25367,Delaware Rural Water District,0.0,,,Delaware Rural Water District
25368,Deleo Fred Trucking,0.0,,,
25369,Delphin Water Systems,0.0,,,Delphin Water Systems
25370,Delta Amoco,0.0,,,
25371,Delta Cable Co.,0.0,,,
25372,Delta Lighting and Supply,0.0,,,
25373,Demopolis Water Works Shop,0.0,,,Demopolis Water Works Shop
25374,Denny E B Gas & Oil,0.0,Denny E B Gas & Oil,,
25375,Denton County Fresh Water Supply District 8B486,0.0,,,Denton County Fresh Water Supply District 8B486
25376,Deptartment of Public Works,0.0,,,
25377,Derrico Construction Corporation,0.0,,,
25378,Desert Sun Holdings,0.0,,,
25379,Desertaire Water Co.,0.0,,,Desertaire Water Co.
25380,Dessau Utility Co.,0.0,,,
25381,DFS Construction Management,0.0,,,
25382,Diana-Dolgeville,0.0,,,
25383,Dickinson County Rural Water,0.0,,,Dickinson County Rural Water
25384,Dickinson Pump Sales and Service,0.0,,,
25385,Dick's Removal,0.0,,,
25386,Dickson City Sewage Plant,0.0,,,
25387,Digital Gas,0.0,Digital Gas,,
25388,Dimco Gas Transmission Co.,0.0,Dimco Gas Transmission Co.,,
25389,Dino Cheech & Wong,0.0,,,
25390,Direct Energy Us Home Services,0.0,,,
25391,Direct View Hawaii,0.0,,,
25392,Dirksen Amoco Food Shop,0.0,,,
25393,Dish Wish Tv,0.0,,,
25394,Dist Water Plant,0.0,,,Dist Water Plant
25395,Ditch It Gas Service,0.0,Ditch It Gas Service,,
25396,Ditch Technologies,0.0,,,
25397,Dixie Utilities,0.0,,,
25398,Djp Enterprise,0.0,,,
25399,Djr Enterprises,0.0,,,
25400,Dlg Watershed,0.0,,,Dlg Watershed
25401,Dobson Town Water Plant,0.0,,,Dobson Town Water Plant
25402,Dominion Cable,0.0,,,
25403,Dominion Exploration & Prdctn,0.0,,,
25404,Dominion Poples Southern Plant,0.0,,,
25405,Don Novack,0.0,,,
25406,Donald J Branton Char,0.0,,,
25407,Dorchester Hugoton Limited,0.0,,,
25408,Douglas Gas & Oil Co.,0.0,Douglas Gas & Oil Co.,,
25409,Dowelltown-Liberty Water Systems,0.0,,,Dowelltown-Liberty Water Systems
25410,Drain Watch,0.0,,,
25411,Driftwood Electrical Contractors Inc.,0.0,,Driftwood Electrical Contractors Inc.,
25412,Dry Creek Valley Ditch Company,0.0,,,
25413,Dsi Systems Orlando,0.0,,,
25414,Dte Energy Coal Services,0.0,,,
25415,DTE Energy Services,0.0,,,
25416,Dthe The Southern Company,0.0,,,
25417,Dubs Water Works,0.0,,,Dubs Water Works
25418,Duke Power - Customer Service,0.0,,,
25419,Duke Power Co McGuire,0.0,,,
25420,Duke University School Of Medicine,0.0,,,
25421,Dun Rite Water Main & Sewer,0.0,,,Dun Rite Water Main & Sewer
25422,Dunn Water Sewer Collections,0.0,,,Dunn Water Sewer Collections
25423,Dupree & Whaley Electric,0.0,,Dupree & Whaley Electric,
25424,Dye Electric Co.,0.0,,Dye Electric Co.,
25425,Dylan Resources,0.0,,,
25426,Dynegy Marketing & Trade,0.0,,,
25427,Dynergy,0.0,,,
25428,E P Two States Electric,0.0,,E P Two States Electric,
25429,E X Electrical Sales,0.0,,E X Electrical Sales,
25430,E.D.S. Waste Solutions,0.0,,,
25431,E3 Gasification,0.0,E3 Gasification,,
25432,Eagan Foundation,0.0,,,
25433,"Eagle Lake, City Government",0.0,,,
25434,Eagle Point Irrigation District,0.0,,,Eagle Point Irrigation District
25435,Eagle Power,0.0,,,
25436,Eagle Rock Energy Services,0.0,,,
25437,Earthtech Water & Sewer,0.0,,,Earthtech Water & Sewer
25438,East 80 Utilities,0.0,,,
25439,East Bay Water Truck Services,0.0,,,East Bay Water Truck Services
25440,East Central Mo Water & Sewer,0.0,,,East Central Mo Water & Sewer
25441,East Fork Special Utility District,0.0,,,
25442,East Lane Soil & Water,0.0,,,East Lane Soil & Water
25443,East Liverpool Water & Sewer,0.0,,,East Liverpool Water & Sewer
25444,East Logan County Water Fcilty,0.0,,,East Logan County Water Fcilty
25445,"East Milton Water System, Warehouse",0.0,,,"East Milton Water System, Warehouse"
25446,East Shore Pool Water,0.0,,,East Shore Pool Water
25447,East Star Electrical,0.0,,East Star Electrical,
25448,East Walker County Sewer Authority,0.0,,,East Walker County Sewer Authority
25449,Eastern Business Group,0.0,,,
25450,Eastern Rockcastle Water Association,0.0,,,Eastern Rockcastle Water Association
25451,Eastside Utility Filter Plant,0.0,,,
25452,Ebensburg Boro Water Department,0.0,,,Ebensburg Boro Water Department
25453,Eckstine Electric Company,0.0,,Eckstine Electric Company,
25454,Eco Resources At Sunland,0.0,,,
25455,Ecosphere Energy Services,0.0,,,
25456,Edge Oil Co.,0.0,Edge Oil Co.,,
25457,Edison Public Works Department,0.0,,,
25458,Edwards Oil Co.,0.0,Edwards Oil Co.,,
25459,Efficient Lighting Source,0.0,,,
25460,Egl Oil Shell,0.0,Egl Oil Shell,,
25461,Eix Trust Ii,0.0,,,
25462,El Capitan Mutual Water Co.,0.0,,,El Capitan Mutual Water Co.
25463,El Dorado Water Department,0.0,,,El Dorado Water Department
25464,El Paso County Water Control and Improvement Distrct,0.0,,,El Paso County Water Control and Improvement Distrct
25465,EL PASO FIELD Service,0.0,,,
25466,El Paso Field Service Co.,0.0,,,
25467,El Paso Merchant Energy Co.,0.0,,,
25468,El Paso Natural Gas Plains,0.0,El Paso Natural Gas Plains,,
25469,El Solyo Water District,0.0,,,El Solyo Water District
25470,Elect Nation,0.0,,,
25471,Electric Connection Services & Technology,0.0,,Electric Connection Services & Technology,
25472,Electric Surplus Company,0.0,,Electric Surplus Company,
25473,Electric Wire Product Cor,0.0,,Electric Wire Product Cor,
25474,Electrical Utility,0.0,,Electrical Utility,
25475,Electricamerica,0.0,,Electricamerica,
25476,Electricities Of Nc,0.0,,Electricities Of Nc,
25477,Eleven Hundred Springs,0.0,,,
25478,Elizabethville Sewer System,0.0,,,Elizabethville Sewer System
25479,Elk Grove Water Service,0.0,,,Elk Grove Water Service
25480,Elk Lovell Canal,0.0,,,
25481,Elkins Water Department,0.0,,,Elkins Water Department
25482,Ellijay-Gilmer County Water,0.0,,,Ellijay-Gilmer County Water
25483,Elmwood Water Users Association,0.0,,,Elmwood Water Users Association
25484,Elp Services,0.0,,,
25485,ELP Services,0.0,,,
25486,Ely Water Department,0.0,,,Ely Water Department
25487,Emerald Coast Gas Piping of N W Florida,0.0,Emerald Coast Gas Piping of N W Florida,,
25488,Emerge Alliance,0.0,,,
25489,Emil's Electrical Supply,0.0,,Emil's Electrical Supply,
25490,Emory Network Comm,0.0,,,
25491,Empire Gas of Festus,0.0,Empire Gas of Festus,,
25492,Empire Westside Irrigation,0.0,,,Empire Westside Irrigation
